id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
1659195674974_PTT02R,bbs,Ptt,Stock,2022-07-30 23:39:07.000,[標的] 華航 空,chag06,"1. 標的：2610 華航

2. 分類：空

3. 分析：

目前這波看起來空頭往下，估計不容易過前高，疫情嚴重，且日本疫情創新高，BA.5還沒
進來，開放後回歸正常價，載客不賺錢等利空，載貨也沒滿載。

--
",http://www.ptt.cc/bbs/Stock/M.1659195549.A.93C.html
1659227582944_PTT02R,bbs,Ptt,Stock,2022-07-31 08:32:06.000,[標的] 長榮,amaoli,"欸油，林祖媽都po了
你的咧？
TMD你的咧？

https://i.imgur.com/fc7ni5U.jpg

--
",http://www.ptt.cc/bbs/Stock/M.1659227528.A.364.html
1659328006106_PTT02R,bbs,Ptt,Stock,2022-08-01 12:24:09.000,[新聞] 長榮砸百億造轉運基地 首批機具抵高雄港,KMT5566,"原文標題：

長榮砸百億造轉運基地 首批機具抵高雄港


原文連結：

https://ctee.com.tw/news/industry/688907.html

發布時間：

工商時報 顏瑞田 2022.08.01

記者署名：


原文內容：

長榮海運公司斥資百億元，購置19部遠端操控橋式機、以及56部自動化門式機，打造第七
貨櫃中心機具黃金陣容，首批機具8月1日運抵高雄港，開啟七櫃營運序幕，七櫃明年5月
啟用之後，年裝卸能量達450萬TEU（20呎標準貨櫃），將成為長榮海運深耕高雄港，作為
東亞地區的轉運基地。

台灣港務公司1日表示，台灣港務公司2018年12月11日與長榮海運公司簽署，出租高雄港
第七貨櫃中心S1至S5貨櫃碼頭，第一期S5至S3B碼頭及部分後線場地，已於2022年6月22日
交付，供長榮海運公司進行機具搬遷及系統建置等營運前準備，首批上岸有4部25 ROW遠
端操控橋式機和1部自動化門式機。

第七貨櫃中心為總長度2,415公尺、水深18公尺的新式深水貨櫃碼頭，具優越碼頭條件，
可同時提供5艘2.4萬TEU超大型貨櫃輪靠泊裝卸，年裝卸能量達450萬TEU，輔以先進前後
線機具設備，可提升裝卸效率，大幅降低船舶在港作業時間。

長榮海運公司預計2023年5月，啟動第七貨櫃中心第一期營運作業，此次大舉投入機具設
備，宣示長榮海運公司持續深耕高雄港，作為東亞地區轉運基地，有助鞏固高雄港貨櫃樞
紐港地位，提升長榮海運公司長期競爭力，再創雙方成長高峰。



心得/評論：

造船造櫃又造碼頭，滿手現金投資本業，前景可期


",http://www.ptt.cc/bbs/Stock/M.1659327856.A.B1F.html
1659493217717_PTT02R,bbs,Ptt,Stock,2022-08-03 10:18:54.000,[請益] 華航，長榮航,chag06,"最近禁航空飛行區
所以航班可能變少
加上進口品大陸都不要
加上BA.5還沒來
載旅客虧錢
所以空航空是不是必勝題呢？

--
",http://www.ptt.cc/bbs/Stock/M.1659493136.A.47A.html
1659514275524_PTT02R,bbs,Ptt,Stock,2022-08-03 16:10:15.000,[情報] 長榮航111年度第二季合併財報,lili712,"1. 標題：長榮航111年度第二季合併財報

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.提報董事會或經董事會決議日期:111/08/03
2.審計委員會通過日期:111/08/03
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):111/01/01~111/06/30
4.1月1日累計至本期止營業收入(仟元):63,421,829
5.1月1日累計至本期止營業毛利(毛損) (仟元):11,239,607
6.1月1日累計至本期止營業利益(損失) (仟元):6,671,153
7.1月1日累計至本期止稅前淨利(淨損) (仟元):6,732,004
8.1月1日累計至本期止本期淨利(淨損) (仟元):5,404,959
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):5,152,203
10.1月1日累計至本期止基本每股盈餘(損失) (元):0.98

無嘴貓的Q2.....

--
",http://www.ptt.cc/bbs/Stock/M.1659514217.A.C6F.html
1659526393900_PTT02R,bbs,Ptt,Stock,2022-08-03 19:31:57.000,[新聞] 安恩嘉攜手長榮 導入智慧AI貨櫃辦識,TCB006,"原文標題：安恩嘉攜手長榮海運 導入國際級海港智慧AI貨櫃辨識

原文連結：https://ctee.com.tw/industrynews/technology/689848.html

發布時間：2022/8/3

記者署名：陳逸格

原文內容：
共同打造高雄港第七碼頭貨櫃中心 為台灣第一個國際智慧運籌商港
新漢集團(上櫃代碼 : 8234)子公司-安恩嘉股份有限公司於今年7月與長榮海運正式簽訂
海港智慧AI貨櫃辨識及自動化系統合約，共同打造高雄港第七碼頭貨櫃中心，成為台灣第
一個落實國際智慧運籌商港和世界跨國企業高附加貨物輸出入的據點之一。長榮海運承租
第七碼頭貨櫃中心，共規劃5座深水碼頭，岸線長逾2400公尺 ，可供停靠全球最大之2.4
萬TEU貨櫃輪泊靠，搭配縱深700公尺之櫃場腹地，具備發展全自動化大型貨櫃基地之優勢
潛力，肩負起維持高雄港競爭力與穩固海運樞紐地位之重責大任。預計於2023年第一季進
入試營運的計畫。

安恩嘉為新漢集團旗下子公司，主要致力提供OCR辨識攝影機和影像電腦硬體及附加軟體
服務平台的解決方案，此次與長達十年荷蘭國際智慧AI自動化管理系統垂直合作夥伴，強
強聯手，打造一站式在地服務，為貨櫃航商或碼頭業者提供軟/硬體國際級團隊製造商一
站式(one-stop-shop)的單一服務窗口，不用再為中間透過多層服務的經銷商和在地系統
整合商的無法即時服務和精準回應，而損失商業上時間成本。

此次智慧海港AI自動化解決方案，包含從進/出入口管制站、貨櫃儲區、到船邊進/出口作
業區，透過前端AI物聯網的科技，如貨櫃辨識和車牌辨識OCR技術及深度影像學習技術之
外，最重要的是安恩嘉 提供管理中心的異常例外管理系統，以利於業者內部作業系統做
資訊的界接。安恩嘉已經擁有全球40多個國際港口的實際案例經驗，以顧問的角色分享國
際應用的經驗，輔助業者技術及管理團隊共用打造量身客製港口自動化管理的流程，直接
與國際無縫接軌，沒有任何學習過渡期，獲肯定為客戶緊密合作的最佳夥伴。

安恩嘉於2019開始進軍台灣的港口智慧AI自動化系統，提供的服務包含專案顧問提案、整
合、系統操作訓練、專案導入時間控制、成本估算、系統建置導入、整合技術移轉和訓練
等等。更重要的是，整套系統將部署於安恩嘉台灣製造的工業設備上，從前端工業級智慧
型的OCR辨識專用攝影機到後端中央系統的高效能工業用電腦的運算平台，皆為新漢集團
自有研發和製造生產的核心技術。新漢董事長林茂昌表示，「導入自動貨櫃辨識最大挑戰
，莫過於如何提高辨識率，由於貨櫃來自世界各地，經過時間和天候的洗禮，貨櫃的髒污
、彩繪烤漆及破損都將會考驗辨識率效率和能力；尤其是港口的天候不定，如起霧、強光
、強風、下雨、下雪，都會影響攝影機捕抓畫面的能力。」

安恩嘉(DivioTec)內建特殊(SmartCatch)引擎處理器，提供24小時全彩低照度攝影機，具
備雨滴分子化、特殊的影像二值化處理能力，一秒內傳送五百萬畫素30張影像給深度學習
OCR的軟體。在最具挑戰的快速移動橋式機起降作業中，無懼天候問題，也能即時同步提
供後臺管理者貨櫃的起降點資訊、貨櫃號碼、貨櫃車編號、貨櫃ISO碼、貨櫃畫面參考，
確認是否有破損、危險物品貨櫃等相關資訊。在前端的攝影機以及電腦運算平台上，從零
件選用、系統設計到備援機制，安恩嘉保證系統穩定於24小時、365天不間斷有效率運作
，同步展現台灣在地製造的硬實力。經過長榮海運團隊審慎長達一年的評選及概念驗證，
於今年七月正式簽訂合約。預計分別於2023年導入第一期作業，次年再導入第二期合約的
履行。

自2013年起至今，安恩嘉長期與全球第一品牌的智慧碼頭自動化系統荷蘭垂直夥伴合作，
已經深耕 AI智慧自動解決方案多年，實績遍佈全球四十多個國際重要港口，包含美國的
洛杉磯港、長灘港和塔科馬港; 荷蘭的鹿特丹港; 中國的深圳鹽田港及廈門港; 中東的阿
布達比港; 西班牙的阿爾赫西拉斯港等。

心得/評論：
長榮海運 再度大投資！買船！買櫃！買AI！
未來啟用超高效率的AI辦視貨櫃，將 長榮海運戰力更提升一階！
這麼好的公司，這麼便宜的價格，2022最佳價值成長股，捨我其誰？？

--
",http://www.ptt.cc/bbs/Stock/M.1659526319.A.7F9.html
1659527727994_PTT02R,bbs,Ptt,Stock,2022-08-03 19:53:27.000,[新聞] 台船找上貨櫃三雄 10億美元大單在眼前,TCB006,"原文標題：台船找上貨櫃三雄的「它」 10億美元大單在眼前

原文連結：https://wantrich.chinatimes.com/news/20220803900501-420101

發布時間：2022/8/3

記者署名：廖小蕎

原文內容：
台船(2208)搶啖貨櫃船商機，截至2022年6月，公司在手訂單合約總額為733億元；7月底
國際招標，第1艘船可於明年3月底交船、第4艘預計明年第3季交船，屆時挹注公司獲利。
台船亦布局2023年減碳新規商機，正積極爭取15,000TEU(20呎櫃)、1,800～3,000TEU貨櫃
船訂單及50,000DWT油品輪新建案。

值得關注的是，陽明(2609)計畫訂造5艘1.5萬箱(20呎櫃)LNG雙燃料貨櫃船，若交由國際
一級造船廠，交船時間最快也得等到2026年。台船卻能搶先於2025年中交船，盼能獲得這
筆約10億美元大單，台船董事長鄭文隆表示，確實有與陽明洽談。此外，雙方也正在洽談
建造1800箱貨櫃船，台船表示，中小型貨櫃船於2024年底起就可交船。

台船旗下三大事業為國艦國造、商船及離岸風電，營收占比方面，國艦國造占6成最高，
商船及離岸風電各占2成。台船近2年以建造艦艇為主，獲利穩健且匯兌風險低，潛在業務
則有海軍的3,200匹馬力拖船、新式浮塢案，及海巡署的2,000噸級高緯度遠洋巡護船等案
。

營運利多帶動台船股價今逆勢走高，盤中漲幅一度接近2%，收復2道短均並挑戰季線，相
對抗跌大盤及航運股。

心得/評論：
台灣三船 開始像台積電一樣
將自身優勢，外溢出來，像母雞帶小雞一樣，帶動週邊產業 造船、鋼鐵、等
台灣以後不再只有 護國神山， 護國神艦 啟航！！

--
",http://www.ptt.cc/bbs/Stock/M.1659527609.A.7B9.html
1659534459674_PTT02R,bbs,Ptt,Stock,2022-08-03 21:46:56.000,[情報] 2637慧洋-KY 7月自結,goldkkk,"1. 標題：2637 慧洋 7月自結
2. 來源：公開資訊觀測站
3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1
4. 內文：

本月營業收入：USD   78,424,580  TWD  2,342,621(仟元)
去年同期變動率    31.09%
累計營業收入：USD  542,551,740  TWD 15,674,862(仟元)
去年同期變動率    59.01%
本月營業利益：USD   38,351,320  TWD  1,145,591(仟元)
去年同期變動率    44.45%
累計營業利益：USD  284,537,359  TWD  8,220,569(仟元)
去年同期變動率   130.72%
本月稅前損益：USD   33,469,858  TWD    999,776(仟元)
去年同期變動率    46.04%
累計稅前損益：USD  275,329,714  TWD  7,954,551(仟元)
去年同期變動率   148.43%
本月稅前每股盈餘：  1.34
累計稅前每股盈餘： 10.66

",http://www.ptt.cc/bbs/Stock/M.1659534418.A.CA6.html
1659536618006_PTT02R,bbs,Ptt,Stock,2022-08-03 22:22:50.000,[新聞] 台船在手訂單733億 持續布局離岸風電、,cjol,"台船在手訂單733億 持續布局離岸風電、國艦國造

（中央社記者賴言曦台北2日電）台船今天召開法人說明會，截至今年6月止，在手訂單約新
台幣733億元，預期未來2至3年三大事業穩健成長，未來將加強爭取離岸風電區塊開發及國
艦國造業務，提升獲利能力。

台船指出，目前在手的733億元訂單，包含2艘商用船舶、20艘軍艦及公務艦艇，還有其他船
舶租賃海工業務等。

台船提到，今年7月得標中油公司5萬噸級油品化學輪1艘，造價約15.7億元，未來將持續接
洽其他船東，爭取建造同型輪。

在商用船舶方面，台船表示，儘管造船市場逐漸走出陰霾，但因為近年受到COVID-19疫情及
裝備、鋼材等原物料價格急劇上漲，導致生產成本增加，難以彌補船價的回彈差距。

面對商船市況不佳，台船表示，將針對商船業務，承攬具有利基業務作為發展策略，近期爭
取的潛在業務包含5萬噸油品輪新建案，1800TEU（20呎櫃）、3000TEU貨櫃輪新建案及1.5萬
TEU貨櫃輪新建案。

在爭取離岸風電商機方面，台船環海風電公司委託建造的全迴旋大型浮吊船（Marine
Installation Vessel, MIV），是台灣第1艘自主建造的海事工程大型工作船舶，目前正積
極建造，預計明年投入風場施工營運。

展望後市，台船表示，在商船本業既有技術基礎下，面對國艦國造與離岸風電等國家政策與
商機，已積極扎根並逐步建構成形，未來在國艦國造、商船、離岸風電三大事業多元發展與
轉投資事業跨領域併進下，預料營運將漸入佳境。（編輯：張良知）1110802


https://www.cna.com.tw/news/afe/202208020361.aspx


心得/評論：

國艦國造、商船、離岸風電三大事業領域併進下，預料營運將漸入佳境
主要還是國家政策力挺
大家對XX有信心？

",http://www.ptt.cc/bbs/Stock/M.1659536573.A.170.html
1659587947036_PTT02R,bbs,Ptt,Stock,2022-08-04 12:38:21.000,Re: [新聞] 長榮砸百億造轉運基地 首批機具抵高雄港,kevinzx,"根據技術線型，目前有一段盤整與均線糾結，通常大跌後，這是最好的沈澱方式，
請問水手船長們，這都是為了有機會未來上攻做準備嗎？


https://i.imgur.com/ejZtUdv.jpg

--
",http://www.ptt.cc/bbs/Stock/M.1659587903.A.AEE.html
1659606070507_PTT02R,bbs,Ptt,Stock,2022-08-04 17:40:34.000,[新聞] 長榮減資後 每股淨值飆上206.35元,kola123,"原文標題：長榮減資後 每股淨值飆上206.35元


原文連結:
https://money.udn.com/money/story/5612/6512834?from=ednappsharing


發布時間：2022/8/4


記者署名：黃淑惠


原文內容：長榮海運（ 2603 ）今（4）日公告，減資後的每股淨值飆上206.35元。法人
推估，以長榮海運去年的獲利2390.14億元計算，減資後長榮海運的EPS將輕鬆衝破百元。

長榮海運今天公告減資後資本額變更登記完成日期為8月4日，減資前的實收資本額為529.
1億元，減資後的股本降為211.64億元，減資後的每股淨值由原來的82.54元飆升到206.35
元。

截至今年第1季止，長榮海運獲利已達千億元，約當現金超過2000億水平，負債比已低於4
0%，長榮海運已公告現金減資基準日，減資股票最後交易日為9月6日，完成新股票暨上市
買賣日期為9月19日。

海運市場2020年開始進入多頭行情，長榮海運在新船加入下，業績不斷的寫下新高；尤其
，2.4萬TEU的超大型貨櫃輪的加入後，長榮海運歐洲市場布局更是大大加分，現在長榮海
運歐洲市場競爭力可以說是所向披靡。法人分析，長榮海運第2季營收達1750億元，推估
第2季的稅後獲利約917億元，年增率上看118%，稀釋後的每股稅盈餘達17.17元。



心得/評論：206元的長榮 減資完成之後 不知道股價如何反應 可以觀察


--
",http://www.ptt.cc/bbs/Stock/M.1659606036.A.ED9.html
1659608156801_PTT02R,bbs,Ptt,Stock,2022-08-04 18:14:45.000,[情報] 2323 中環 取得長榮 & 處分陽明 有價證券,bamama56,"1. 標題：
2323 中環 取得長榮 & 處分陽明 有價證券

2. 來源：                               (公司名、網站名)
公開資訊觀測站

3. 網址：                               (請善用縮網址工具)
https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

公告本公司取得有價證券

1.證券名稱:
長榮海運 普通股
2.交易日期:111/7/13~111/8/4
3.交易數量、每單位價格及交易總金額:
交易數量(仟股):3,376
每單位價格(元):92.06
交易總金額(元):310,806,817
4.處分利益（或損失）（取得有價證券者不適用）:
不適用
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:6,775,000股、金額:729,020,577元
持股比例:0.128%、權利受限情形: 無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:61.43%
占歸屬於母公司業主之權益比例:75.65%
營運資金數額:5,434,484仟元
8.取得或處分之具體目的:
投資組合
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
不適用
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

----

公告本公司處分有價證券

1.證券名稱:
陽明海運 普通股
2.交易日期:111/6/28~111/8/4
3.交易數量、每單位價格及交易總金額:
交易數量(仟股):3,760
每單位價格(元):84.97
交易總金額(元):319,477,148
4.處分利益（或損失）（取得有價證券者不適用）:
處分利益 16,629,483元
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:3,788,000股、金額:351,157,716元
持股比例:0.108%、權利受限情形: 無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:61.43%
占歸屬於母公司業主之權益比例:75.65%
營運資金數額:5,434,484仟元
8.取得或處分之具體目的:
投資組合
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
不適用
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

",http://www.ptt.cc/bbs/Stock/M.1659608088.A.C76.html
1659664147712_PTT02R,bbs,Ptt,Stock,2022-08-05 09:47:56.000,[標的] 2603 長榮 填息多,CleanSpurs,"1. 標的：2603 長榮

2. 分類：多/討論/心得

3. 分析/正文：台股走大反彈,剛好出現利空新聞,今天確定止跌,別選什麼

有fu糗的股票,賺多,賠的也多,長榮淨值82左右,現在根本便宜到爛,顏董說

100內都可以! 今天跳空往上開,3%左右,感覺是個很適合的點,長榮必定會填息,

就進場吃填息的豆腐,另外長榮空軍借券好像越來越少,籌碼穩定!

4. 進退場機制：

進場:97融資買入5張

停利:同學會達人說120~130,我覺得有可能

停損:接近斷頭!

",http://www.ptt.cc/bbs/Stock/M.1659664079.A.088.html
1659673377394_PTT02R,bbs,Ptt,Stock,2022-08-05 12:17:35.000,[新聞] 長榮董座張衍義：造新船當然有排舊船汰換,rayisgreat,"原文標題：

長榮董座張衍義：造新船當然有排舊船汰換時程　船舶出租公司也一樣

原文連結：

https://finance.ettoday.net/news/2308718

發布時間：

2022-08-04

記者署名：

記者張佩芬／台北報導

原文內容：

長榮海運董事長張衍義昨(3)日表示，長榮訂造大批新船，當然有排舊船汰換時程，對於
有法人擔心船公司大量投資建造自有船，將來船舶出租公司手上船隻過剩，會不會廉價出
租給野雞船公司，影響市場運價，對此張衍義指出，國際海事組織(IMO)明年減碳新規就
上路了，船舶出租公司一樣需要汰換掉舊船。

根據Alphaliner本月4日最新統計，全球排名第六的長榮海運，目前建造中貨櫃船共57艘
，約54.43萬箱(20呎櫃)，佔公司現有運力34%。造船量比長榮高的包括全球最大地中海航
運的114艘，約153.37萬箱，佔公司現有運力34%；排名第三的達飛造69艘，64.33萬箱，
佔現有運力19%；排名第四的中遠海運造34艘，58.67萬箱，佔現有運力20%。

由於貨櫃船公司近兩年大賺，估計今年會賺更多，多數公司都積極擴充自有船隊。目前全
球已下單建造中貨櫃船佔現有運力約28%，法人都擔心未來兩年是否有船噸嚴重過剩問題
，還擔心船公司自有船比重大幅提高，船舶出租公司手上的船隻會廉價租給野雞船，打壞
市場運價。

但張衍義指出，船舶出租公司一樣需要淘汰舊船。大型貨櫃船公司資深高階則指出，目前
全球超過21年老舊貨櫃船，合計運力高達226.7萬箱，佔市場現有總運力的一成，明年IMO
減碳新規實施後，估計有五成船隻需要更新設備或做減速，加上歐盟明年開始徵收碳稅，
都會壓低實際運力，加速舊船淘汰。

陽明海運總經理杜書勤也指出，市場有自然調節的功能，2008年金融海嘯爆發後，除了有
不少船隻提前拆解賣廢鐵，也有部分船隻停在新加坡外海，採取完全停航的做法，船隻不
派人看守與定期發動船機，船隻解封時需要進行大檢修才能復航。

心得/評論：

長榮海運是九大航商新船量數一數二多的

上個月中又有一艘 2.4 萬 TEU 量級的大船下水

董事長於近日回應市場擔憂運力過剩的問題

有新訂船自然有汰換舊船

市場有自然調節的功能

",http://www.ptt.cc/bbs/Stock/M.1659673060.A.5F5.html
1659680708453_PTT02R,bbs,Ptt,Stock,2022-08-05 14:24:44.000,[新聞] 張家兄弟再戰！長榮國際股東會　大股東張,joseph873,"原文標題：
張家兄弟再戰！長榮國際股東會　大股東張榮發基金會4理由拒出席

原文連結：
https://reurl.cc/RXbnrG

發布時間：
2022年08月5日 11:19

記者署名：
廖婕妤

原文內容：
長榮集團弟弟派拿下長榮國際（2716）後，在6／30舉行股東會，但因出席率僅48.13％未
過半，會中僅就股利分配案做出假決議，今（5）日召開第二次股東常會，不過最大股東
張榮發基金會表示，對於所持股各公司之股東會行使相關股東權，皆以行使方式是否造成
基金會財產上不利之影響，決定出席與否及參與表決投票等事項，以符合法制。基於上述
原則，決議不出席今日長榮國際股東會之理由如下，並於今日回函主管機關教育部說明。

以下為張榮發基金會說明全文：
一、長榮國際變更股利政策有損股東權益

本次長榮國際股東會為上次(6/30)股東會之續行會議，將針對上次做成假決議之盈餘分配
等議案再次討論，對於盈餘分配議案，經本基金會詳細審閱長榮國際公司110年度年報，
其中揭示該公司目前帳上累計未分配盈餘已高達新台幣249億元，且該金額尚未加計轉投
資公司如長榮海運、長榮航空、長榮鋼鐵、長榮國際儲運、中再保等今年配發之股利收益
，上述公司預估有約 50億元之股利進帳，媒體報導長榮國際公司推翻先前董事會擬分配
金額為每股27.5元之決議，僅擬分配現金股利每股新台幣3.5元，可領取每股股利差額達2
4元，導致本基金會股利減少金額總計約新台幣27億，使得可用以挹注公益事業之資金大
幅縮減。

近來更在媒體上看到長榮國際在不到兩個月期間，狠砸三十億元於公開市場收購長榮航空
股票，且仍持續加碼，本基金會身為長榮國際最大股東，縱使不論長榮國際公司現行公司
治理之理念為何，此作為已明顯傷害本基金會之股東權益，喪失可投入更多資金以從事相
關公益事業之利益，更加凸顯該公司現任經營團隊汲汲營營為爭奪長榮航空經營權私利，
不惜犧牲公益，剝奪本基金會期待收取股利以投入文教事業之受益權利，倘此議案通過，
顯然造成本基金會財產上不利之影響。

二、長榮國際已違背張榮發總裁成立本基金會之宗旨

張榮發基金會為張榮發總裁秉持企業家回饋社會之理念而設立，自1985年成立以來，一直
是由張榮發總裁家族成員及長榮集團各公司捐助，從事各項社會公益及文教工作，包括醫
療救助、賑災重建、清寒助學等，行善的腳步從未停下，然長榮國際不僅為經營權私利減
少挹注本基金會之資金，在本基金會選擇不出席股東會後，竟接到來自長榮國際要求教育
部監督本基金會未出席股東會之檢舉函。

按股東會係屬公司最高意思機關，任何公司對股東會之議案皆須保持中立，靜待股東會討
論及表決結果，俾據以執行，縱各股東對議案有不同之看法，此純乃各股東間之事，與被
投資公司無關，惟本基金會投資之公司長榮國際竟未保持中立，介入股東表決權之行使，
實令人匪夷所思，讓人不得不質疑其治理公司之專業能力。

三、長榮國際對於IPO等重大事件規劃倉促，公司治理專業有欠

長榮國際於6月30日召開之股東會，本基金會鍾德美董事長為妥善履行董事會之授權，乃
就該次股東會議案內容分別諮詢財務與法律方面相關意見。其中長榮國際公司以規劃進行
IPO為由，提出需經過特別決議的增設獨立董事案，在開會通知及議事手冊均未提出任何
關於IPO的具體時程規劃、財務分析或股價展望，難認有利於本基金會，欠缺增設獨立董
事之必要性。若本基金會貿然出席，反而可能使該議案達到特別決議的出席門檻；況該議
案與本基金會財產之持有及價值增減並無具體關聯，故本基金會選擇不出席該次股東常會
。

四、長榮國際部分股東之股東表決權行使尚有爭議

另外，本基金會於上次長榮國際股東會前由媒體報導得知，股東之一的張榮發慈善基金會
董事長吳景明選任程序於法不合，被最高法院發回二審更行審理中，客觀合理判斷吳景明
以董事長身分行使之職權，皆有適法性的疑慮，其就長榮國際公司股東權行使事項亦將衍
生法律爭議，在相關法律風險未釐清之前，本基金會出席股東會似有未妥。經審慎諮詢相
關專業及顧問律師研究評估，為周全維護本基金會之權益，避免無端招致訟累，決定不派
員出席該次長榮國際公司股東會。今日之股東會議，張榮發慈善基金會董事長合法性爭議
仍然存在，因此仍決定不出席。

如上文所述，目前張榮發慈善基金會董事長身份仍有爭議，吳景明先生以基金會董事長身
份行使股東職權，不僅有適法性的疑慮，更可能造成其他股東權益的損害。故本基金會在
此呼籲，在張榮發慈善基金會之法律爭議尚未釐清前，為維護其他股東之權益，長榮國際
不應計入此爭議部分之表決權。

心得/評論：
哥哥把弟弟罵成這樣
到時候到底誰會贏
如果弟弟真的拿下無嘴貓
是不是會噴到50元？
好煩喔到底要希望誰贏啦
你各位怎麼看

--
",http://www.ptt.cc/bbs/Stock/M.1659680686.A.8BA.html
1659685379573_PTT02R,bbs,Ptt,Stock,2022-08-05 15:42:10.000,[新聞] 榮運Q2獲利寫單季新高 上半年EPS 1.91元,zebirlin,"原文標題：榮運Q2獲利寫單季新高 上半年EPS 1.91元賺贏過去2年總和

原文連結：https://news.cnyes.com/news/id/4926252

發布時間：2022/08/04 18:52

記者署名：鉅亨網記者王莞甯

原文內容：

榮運 (2607-TW) 今 (4) 日公布第二季財報，單季稅後純益 13.78 億元，季增109.93%、
年增513.85%，每股純益達1.29 元，創單季獲利新高紀錄，上半年表現更是了得，稅後純
益20.35億元，賺超過過去2年獲利總和，每股純益1.91 元。

榮運說明，由於去年10月併購長榮物流，長榮物流陸續拓展海外據點，且貨攬業需求強勁
，帶動今年營收和獲利顯著成長，同時，持股長榮(2603-TW)0.48%，隨著長榮配發高現金
股利，也挹注業外收益。

榮運第二季合併營收46.81億元，季增10.47%，年增170.74%，營業毛利12.44 億元，
季增20.44%，年增458.52%，毛利率26.58%，季增2.2%，年增13.69%，營業利益9.29億元
季增18.76%，年增463%，營益率19.85%，季增1.39%，年增10.31%，稅後純益13.78億元，
季增109.93%，年增513.85%，每股純益1.29 元。

而榮運上半年合併營收89.18億元，年增160.28%，營業毛利22.78 億元，年增410.61%
，毛利率25.54%，年增12.52個百分點，營業利益17.11億元，年增408.23%，營益率
19.19%，年增9.36%，稅後純益 20.35 億元，年增425.22%，每股純益 1.91 元
。

展望下半年，榮運指出，大園物流園區第二季已完工啟用，招商達100%，同時，長榮物流
仍有持續併購計畫，挹注下半年營收動能可期。


心得/評論：

季增一倍，年增五倍，開盤+2% 收盤+0
這支是不是沒有fu糗了?
台股只剩越爛越噴的fu了

--
",http://www.ptt.cc/bbs/Stock/M.1659685333.A.DC8.html
1659689200224_PTT02R,bbs,Ptt,Stock,2022-08-05 16:45:00.000,[情報] 長榮111年第2季合併財務報告,lili712,"1. 標題：長榮111年第2季合併財務報告

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.提報董事會或經董事會決議日期:111/08/05
2.審計委員會通過日期:111/08/05
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):111/01/01~111/06/30
4.1月1日累計至本期止營業收入(仟元):345,823,872
5.1月1日累計至本期止營業毛利(毛損) (仟元):239,789,722
6.1月1日累計至本期止營業利益(損失) (仟元):232,732,649
7.1月1日累計至本期止稅前淨利(淨損) (仟元):242,701,599
8.1月1日累計至本期止本期淨利(淨損) (仟元):211,664,662
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):203,652,773
10.1月1日累計至本期止基本每股盈餘(損失) (元):38.49

--
",http://www.ptt.cc/bbs/Stock/M.1659689102.A.AC2.html
