Unnamed: 0,id,forum,s_name,s_area_name,post_time,title,author,content,page_url,content_type,date,label_day1,label_day2,label_day3,label_day4,label_day5,content_cleaned
1275,1655357455308_F02_dcard,forum,校園聊天-Dcard,股票,2022-06-16 13:21:51,#請益 長榮,國立中興大學/F,"求問
長榮均140...要出嗎...
還是要補",https://www.dcard.tw/f/stock/p/239190321,main,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"求問 
長榮"
1276,1655405935404_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:22:39,#請益 長榮,國立臺北商業大學/F,我均價135.5 🫠🫠,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,均價
1277,1655405935418_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:24:35,#請益 長榮,777777l777777/M,"時間會讓他回到原點的 未來不會是海運
資金浪潮推升的景氣循環股會隨著貨幣緊縮回到他該去的低點
跌得越整齊越可怕",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"時間 回到 原點 海運
 資金 浪潮 推升 景氣 循環股 貨幣 緊縮 回到 低點
 整齊 可怕"
1278,1655405935470_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:25:32,#請益 長榮,無敵星星biboba/M,快逃啊，美國對高航運費很不爽很久了，一定會出手打壓的！,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,運費 出手 打壓
1279,1655405935481_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:40:37,#請益 長榮,國立清華大學/M,一定補,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,
1280,1655405935503_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:49:20,#請益 長榮,股狼球隊stock_wolf/M,"好像才剛剛po這個😅
這樣妳還樂觀嗎

https://www.dcard.tw/f/stock/p/239189915",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,這樣 樂觀
1281,1655405935516_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:52:17,#請益 長榮,國立臺灣大學/M,"先問妳自己當初為什麼買
當初買的理由還在嗎",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,理由
1282,1655405935528_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 13:56:32,#請益 長榮,國立臺灣海洋大學/M,補吧，長榮殖利率很高，蠻適合存股的,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,殖利率 適合 存股
1283,1655405935552_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:10:51,#請益 長榮,國立臺灣科技大學/M,均價123,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,均價
1284,1655405935562_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:13:05,#請益 長榮,國立嘉義大學/F,"我173*2⋯
去年初入股市買了一張200
原本想說近期學聰明慢慢攤平
沒想到居然賠更多！！！
原來我自始而終都是根大韭菜🥲",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"⋯
 想說 聰明 慢慢 自始而終 韭菜🥲"
1285,1655405935579_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:16:40,#請益 長榮,國立臺灣大學markboss/M,"實在話說穿了
股票就是看未來性的！
航運是因為疫情，代購無法親飛國外帶貨，只好全部走船運，造就了大航海時代。如今每個國家都受不了疫情壓抑，全部都要拚共存，解邊境隔離，很多國家都陸續開放互飛了
「你說船運還有未來嗎？」

當人去樓空時，
誰還願意出高價買你手中的股票？",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,說穿 股票 未來性 航運 疫情 代購 親飛 船運 造就 時代 國家 受不了 疫情 壓抑 共存 隔離 國家 開放 船運 人去樓空 願意 高價 股票
1286,1655383306538_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:46:33,#新聞 航運整排回檔，國際股走勢也跟著下修,國立高雄應用科技大學/M,加碼,https://www.dcard.tw/f/stock/p/239189915,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,加碼
1287,1655405935598_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:55:52,#請益 長榮,匿名rosielu/F,今天認賠了⋯殺的太誇張,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,認賠 ⋯殺 誇張
1288,1655405935613_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:55:59,#請益 長榮,國立虎尾科技大學/M,"我144均 週一含淚停損 還賣得到133.5 賠最多的一次 以後策略要擬好 不然上來問更恐慌
https://i.imgur.com/ZBbtROr.jpg",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,含淚 停損 最多 策略 擬好 上來 恐慌
1289,1655405935631_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 14:59:31,#請益 長榮,國立高雄應用科技大學/M,買多少張？我來找溫暖的,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,溫暖
1290,1655383306576_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 15:02:06,#新聞 航運整排回檔，國際股走勢也跟著下修,股狼球隊stock_wolf/M,"B1 最少再跌10%  
再作考量可能比較好些😅",https://www.dcard.tw/f/stock/p/239189915,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,考量
1291,1655405935708_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 15:05:58,#請益 長榮,國立臺南大學/M,"台灣的海運真的是看不懂...
賺到流油結果殺成那樣
還有國外的海運都噴成那樣了結果一直破底🤒",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,海運 賺到 流油 結果 殺成 那樣 海運 噴成 那樣 結果 底🤒
1292,1655405935729_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 15:41:54,#請益 長榮,國立臺北大學/M,反手放空,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,放空
1293,1655405935744_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 16:04:05,#請益 長榮,東吳大學/M,看趨勢可能會去測前低110,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,趨勢
1294,1655405935803_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 16:27:58,#請益 長榮,淡江大學/F,均價158…,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,均價
1295,1655405935817_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 16:38:53,#請益 長榮,國立高雄應用科技大學/M,"凹到底啊無限加碼
本多終勝",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"到底 無限 加碼 
本 終勝"
1296,1655405935833_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 16:42:29,#請益 長榮,國立中央大學/M,趕快出不然只有更低,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,
1297,1655383306609_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 16:59:06,#新聞 航運整排回檔，國際股走勢也跟著下修,國立政治大學/F,我的2603⋯⋯腳麻ㄌ是否攤下去,https://www.dcard.tw/f/stock/p/239189915,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,腳麻 攤下去
1298,1655405935843_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 17:16:08,#請益 長榮,國立臺灣體育運動大學/F,以前買在224路過⋯⋯⋯⋯⋯⋯⋯,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,路過
1299,1655405935913_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 17:27:53,#請益 長榮,國防大學/M,歐印,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,歐印
1300,1655405935927_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 17:44:10,#請益 長榮,輔仁大學/M,航運股適合存股 我笑了,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,航運股 適合 存股
1301,1655405935939_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 17:53:38,#請益 長榮,輔仁大學/M,"https://news.cnyes.com/news/id/4890104
https://i.imgur.com/Jx2MYAa.jpg",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,
1302,1655405935968_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 18:30:54,#請益 長榮,國立政治大學/F,"我均價150
https://sticker-assets.dcard.tw/images/e425ebbe-6228-47a3-a89e-09365f96daac/orig.png",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,均價
1303,1655405935986_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 19:10:41,#請益 長榮,大仁科技大學/M,等中央長榮哥說話啊,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,說話
1304,1655405936000_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 19:11:22,#請益 長榮,國立嘉義大學/M,補爆！,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,補爆
1305,1655399843997_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 19:33:06,#請益 長榮(2603)月營收次高，套在16X…近期有機會解套嗎,宏國德霖科技大學/F,我也163路過🥲,https://www.dcard.tw/f/stock/p/239123274,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,
1306,1655405936048_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 20:45:18,#請益 長榮,國立臺灣科技大學/M,均價153的路過 淡定慢慢加碼😂,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,均價 路過 淡定 慢慢 加碼
1307,1655405936059_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 21:07:07,#請益 長榮,國立中山大學/M,航運跌之後，就看空運股了，等到共存解封完整個出遊暴增。,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,航運 空運股 封完 出遊 暴增
1308,1655405936076_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 21:42:11,#請益 長榮,景文科技大學lzh_bruce/M,138路過.... 公司一直有賺錢就放著,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,路過 賺錢
1309,1655405936087_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 22:29:17,#請益 長榮,國立高雄科技大學/M,"https://i.imgur.com/nUSclhZ.jpg
就放吧
留給子孫了",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"吧
 留給 子孫"
1310,1655405936100_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 22:44:48,#請益 長榮,mangymmangym/M,遇到200的怎麼看,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,遇到
1311,1655405936119_F0DCU,forum,校園聊天-Dcard,股票,2022-06-16 23:50:47,#請益 長榮,韭菜神學系yhn1111/M,"https://youtu.be/435ZrdQRFV8
覺得他說的話真有道理！
聽得懂的就賣，聽不懂的繼續放，
反正看看有沒有外資突然資金回流航運三雄，再給他大賺一場！
其實我也在等航運三雄，
還會不會再次大漲！再次輝煌！
https://i.imgur.com/irX8bn9.jpg
https://i.imgur.com/PXbi2Nc.jpg
https://i.imgur.com/FlS9U2q.jpg

然後不得不說
這個主力今天6月16日又賣了三千七百多張....！
https://i.imgur.com/OnGMOzG.jpg",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-16,-1.0,0.0,0.0,0.0,1.0,"覺得 道理 得懂 繼續 看看 外資 資金 回流 航運 大賺 航運 ，
 大漲 輝煌 主力"
1312,1655405936145_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 01:17:21,#請益 長榮,育達科技大學/M,"夏天過後，聖誕節的禮物將要出貨！冬天來臨，疫情的變化是否還會塞港？

Ever Green 是否繼續Green？讓我們繼續看下去",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,禮物 出貨 來臨 疫情 變化 塞港 繼續 繼續 看下去
1313,1655405936160_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 01:40:41,#請益 長榮,國立臺灣大學/M,不知道自己在幹嘛的 一律all in. Ok?,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,知道 幹嘛
1314,1655405936194_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 01:44:27,#請益 長榮,國立臺北教育大學/F,均141 也很猶豫要不要下船,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,猶豫
1315,1655437191092_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 04:45:34,#請益 長榮,國立高雄大學/M,美股已崩潰，早上開盤不逃，跌停招待。還要補？你很勇喔。,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,美股 崩潰 開盤 跌停 招待
1316,1655437191109_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 06:52:12,#請益 長榮,東吳大學/M,準備回雙位數囉,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,準備 雙位數
1317,1655430290138_F02_dcard,forum,校園聊天-Dcard,股票,2022-06-17 09:41:09,#請益 陽明可以入場領股息嗎,Kenkenoooo/M,陽明可以入場領股息嗎？,https://www.dcard.tw/f/stock/p/239198189,main,2022-06-17,0.0,0.0,0.0,1.0,0.0,入場 股息
1318,1655463871296_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 09:43:09,#請益 陽明可以入場領股息嗎,國立高雄應用科技大學/M,左手發到右手賺嗎,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,左手 發到 右手
1319,1655437191142_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 09:44:28,#請益 長榮,元培醫事科技大學/M,"破年線 三天內沒站回就是跑
剛看籌碼千張大戶烙跑一堆了 有反彈就應該跑了",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,"破年線 站回 跑
 籌碼 大戶 烙跑"
1320,1655463871309_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 10:10:01,#請益 陽明可以入場領股息嗎,嘉南藥理大學/M,可以，在慢就買不到囉,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,
1321,1655463871387_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 10:12:02,#請益 陽明可以入場領股息嗎,無敵星星biboba/M,領完後，不但沒填息，股價直直落。,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,領完 填息 股價 直直落
1322,1655463939751_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 11:55:22,#請益 長榮,南亞技術學院/M,補起來 補個10張,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,
1323,1655463939764_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 12:09:43,#請益 長榮,高雄醫學大學/F,"我覺得問題在於你能忍受你的資金卡在這裡多久
跟資金分配管理的問題
他會不會回去都很難說",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,"覺得 問題 在於 忍受 資金 卡在 多久
 資金 分配 管理 問題 回去 難說"
1324,1655463939781_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 12:11:23,#請益 長榮,輔仁大學/M,下檔10塊 上檔150 妳覺得呢,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,下檔 上檔 覺得
1325,1655463939794_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 12:19:29,#請益 長榮,國立清華大學/M,"https://i.imgur.com/exFAiPa.jpg
攤起來囉",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,攤起來
1326,1655463939803_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 12:20:41,#請益 長榮,國立虎尾科技大學多媒體設計系/M,你怎麼買的...,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,
1327,1655463871410_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 14:36:13,#請益 陽明可以入場領股息嗎,逢甲大學/M,當然，今天大跌，陽明還上漲，股價已經跟長榮一樣了，相對抗跌吧！,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,大跌 上漲 股價 一樣 相對 抗跌
1328,1655463939813_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 16:13:32,#請益 長榮,國立臺灣科技大學/F,138買145出了,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,
1329,1655463871429_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 17:57:51,#請益 陽明可以入場領股息嗎,歐北共hao850218/M,"千萬別….它十年都不到十塊有它的道理
要領股息 代表你只是想放著當被動收入
建議你朝相對穩定的公司 鴻海/中華電/0056 這種",https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,"不到 道理
 要領 股息 代表 被動 收入 建議 相對 穩定"
1330,1655493111726_F0DCU,forum,校園聊天-Dcard,股票,2022-06-17 23:12:32,#請益 長榮,Ericeric0503/M,"不知道誰給我的跟你說聲謝謝空手
https://i.imgur.com/4m3qSVt.jpg",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-17,0.0,0.0,0.0,1.0,0.0,"知道 謝謝 空手
https://i.imgur.com/4m3"
1331,1655495286907_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 00:04:17,#請益 陽明可以入場領股息嗎,mangymmangym/M,要買要快,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,
1332,1655493111749_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 00:33:30,#請益 長榮,國立臺灣大學/M,100以下進場,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,進場
1333,1655541692794_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 10:22:54,#請益 陽明可以入場領股息嗎,逐漸老去的鮮肉nic1248/M,當然參加除權息，強勢秒填息,https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,參加 權息 強勢秒 填息
1334,1655541692809_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 15:17:45,#請益 陽明可以入場領股息嗎,國立虎尾科技大學/M,"可以買啊
當然可以領股息
只是之後會跌爆",https://www.dcard.tw/f/stock/p/239198189,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,"股息
 跌爆"
1335,1655567065217_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 17:28:11,#請益 長榮,國立臺灣科技大學/M,https://sticker-assets.dcard.tw/images/a06f32ac-87cb-4e45-b825-31c63bf5528a/orig.png,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,
1336,1655592991803_F0DCU,forum,校園聊天-Dcard,股票,2022-06-18 23:57:40,#請益 長榮,臺灣警察專科學校/M,出 航運已經沒有可看性,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-18,0.0,0.0,1.0,0.0,0.0,航運 沒有 可看性
1337,1655713345555_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 10:06:24,#請益 長榮,無敵星星biboba/M,原PO是逃了沒？別在執迷不悟了！,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,執迷不悟
1338,1655694711130_F02_dcard,forum,校園聊天-Dcard,股票,2022-06-20 10:58:36,#分享 航運領跌，大盤就是再破給你看！,Juliejjrobustinvest/F,"早上健走，空單續抱，還不到認真做股票的時機
https://i.imgur.com/1sId7jm.jpg

早上跑步喜歡拍天空
這些風景照，重看文章感覺自己像仲介…


跟上週五說的一樣
收下影線沒有止跌，就是在繼續跌個夠吧！
又再破低了！
https://i.imgur.com/wSZOiML.jpg

身邊聽到有人多單想抄底虧了滿慘
甚至還有用融資快要受不了

版上喊空的越來越大聲
比姐囂張呢！
姐可是在5/1就發文提醒
從剛開始被噓 
始終堅定盤勢看法到現在
依照盤勢變化調整短線作法

上市指數連跌八天
當喊空的人越來越多
喊搶反彈的人越來越少
加上身邊有親友融資要準備認輸了

到這裡姐反而沒有這麼空了！
而我在等明確的止跌訊號
接著會反手做反彈
注意是反彈不是死多頭

請各位朋友持續關注跟一起討論
讓我們一起在股市當中把握良機
在股市當中多空有策略就不恐慌",https://www.dcard.tw/f/stock/p/239224332,main,2022-06-20,1.0,0.0,0.0,1.0,1.0,"健走 空單 續抱 認真 股票 時機 跑步 喜歡 風景照 重看 文章 感覺 仲介 一樣 
收 下影線 止跌 繼續 破低 聽到 有用 融資 受不了 

版 喊空 大聲
 囂張 
姐 發文 提醒 開始 堅定 盤勢 看法 盤勢 變化 調整 短線 作法 上市 指數 喊空 反彈 少
 親友 融資 準備 認輸 明確 止跌 訊號
 反彈
 注意 反彈 多頭 朋友 持續 關注 討論 把握 良機
 多空 策略 恐慌"
1339,1655725472668_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 11:15:35,#分享 航運領跌，大盤就是再破給你看！,義守大學/M,板上還有很多互相安慰的航運🥵，還有感謝120抄底剪一張🤫，現在人都不知道跑哪裡去了哈哈哈,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,安慰 航運🥵 感謝 知道
1340,1655725472680_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 11:32:55,#分享 航運領跌，大盤就是再破給你看！,國立交通大學/M,早上就先全部清掉了 波段跌幅已經8%，我等美元指數MACD,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,清掉 波段 跌幅 美元 指數
1341,1655725472781_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 11:41:40,#分享 航運領跌，大盤就是再破給你看！,小修show___/M,"水手表示:咕嚕咕嚕。
哇，殖利率快20%了😅😅",https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,水手 表示 殖利率
1342,1655698201664_F02_dcard,forum,校園聊天-Dcard,股票,2022-06-20 11:55:00,#請益 宅配通,國立臺北商業大學/F,"宅配通均價75
請問該停損嗎 還是繼續攤平🥹🥹",https://www.dcard.tw/f/stock/p/239224740,main,2022-06-20,1.0,0.0,0.0,1.0,1.0,宅配 通均價 請問 停損 繼續 攤平
1343,1655726848093_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 12:01:27,#請益 宅配通,國立虎尾科技大學/M,留一張 一張不賣 奇蹟自來,https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,奇蹟 自來
1344,1655726848105_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 12:43:55,#請益 宅配通,健行科技大學/M,當祖傳好了,https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,祖傳
1345,1655726848121_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 12:53:31,#請益 宅配通,中國科技大學/M,我一定是都損出。  運輸業又沒有甚麼基本面。,https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,損出 運輸業 沒有 基本面
1346,1655726848132_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 12:59:21,#請益 宅配通,建國科技大學/F,我相信奇蹟😤,https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,相信 奇蹟😤
1347,1655725472795_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 13:04:31,#分享 航運領跌，大盤就是再破給你看！,大葉大學/M,現在空還來得及嗎😅,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,來得及
1348,1655713345601_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 13:37:28,#請益 長榮,僑光科技大學/F,均價160….吐血,https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,均價
1349,1655725472805_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 13:48:38,#分享 航運領跌，大盤就是再破給你看！,Dcard 大聲公dcardbigmac/D,"通報 📢
好像有人對這篇文章有新想法唷，快來去看看！
 https://www.dcard.tw/f/stock/p/239225622",https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,通報 文章 想法 來去 看看
1350,1655726848199_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 14:02:54,#請益 宅配通,國立金門大學/M,"宅配通哈哈哈
不砍就等下一種病毒讓人類居家應該就能漲了

留著三代四代都有可能",https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,"宅配 哈哈哈
 病毒 人類 居家 可能"
1351,1655725472851_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 14:30:48,#分享 航運領跌，大盤就是再破給你看！,阿志a1459klpo3/M,B47 親友真的是指標。等他們全部認輸再來看 哈哈,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,親友 指標 認輸
1352,1655725472862_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 14:43:08,#分享 航運領跌，大盤就是再破給你看！,時拉比celebi/M,有沒有機會在除權息前上130？,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,機會 權息
1353,1655725472878_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 14:56:56,#分享 航運領跌，大盤就是再破給你看！,國立高雄餐旅大學/M,姊三小,https://www.dcard.tw/f/stock/p/239224332,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,
1354,1655713345618_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 14:57:23,#請益 長榮,國立中興大學/F,"近況更新：
發完文後我當天盤後賣出
算是小賠
謝謝各位熱烈討論🤣
算是逃過了一劫",https://www.dcard.tw/f/stock/p/239190321,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,"近況 更新 
發 賣出 算是 小賠
 謝謝 熱烈 討論 🤣
 算是 逃過"
1355,1655726848245_F0DCU,forum,校園聊天-Dcard,股票,2022-06-20 15:01:08,#請益 宅配通,國立高雄應用科技大學/M,"目前差不多低檔，可以慢慢加碼～
感覺落底震盪",https://www.dcard.tw/f/stock/p/239224740,reply,2022-06-20,1.0,0.0,0.0,1.0,1.0,差不多 低檔 慢慢 加碼 感覺 落底 震盪
