,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url,content_type,date,label_day1,label_day2,label_day3,label_day4,label_day5
115,1648720697652_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-31 17:57:00,長榮的低配息會很慘,鍵盤滑鼠手,目前看起來反映完畢了 應該還好了,https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-31,1.0,0.0,0.0,0.0,0.0
116,1648722298275_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-31 18:21:00,長榮的低配息會很慘,這是蝦米碗糕,"要是被打入景氣循環股,才真的是玩完了",https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-31,1.0,0.0,0.0,0.0,0.0
117,1648723574832_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-31 18:37:00,長榮的低配息會很慘,Kevin0905,貨櫃航運股一直是景氣循環股，不然以本益比計算高點怎麼會連10倍都沒有?,https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-31,1.0,0.0,0.0,0.0,0.0
118,1648724172743_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-31 18:55:00,長榮的低配息會很慘,perryhs,"跟友達一樣慘澹經營的日子記憶猶新,大賺也不敢配太多",https://www.mobile01.com/topicdetail.php?f=291&t=6558103,reply,2022-03-31,1.0,0.0,0.0,0.0,0.0
119,1648731540338_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-03-31 20:54:00,長榮的低配息會很慘,華A英雄,看看隔壁的四維航的配息率，<BR>你就會發現長榮的41%配息率非常非常高了！,https://www.mobile01.com/topicdetail.php?f=291&t=6558103&p=2,reply,2022-03-31,1.0,0.0,0.0,0.0,0.0
120,1649179070808_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 07:27:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,mimiro5,"暌違13年！長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品，對於長達13年未領過紀念品的股東來說「揪甘心」，直呼是禮輕情意重，是通膨下的小確幸。長榮航去年受惠航空貨運產業市況「空前大好」帶動，去年EPS達1.31元，營運翻轉由虧為盈，董事會已宣布每股將配發0.6元現金股利外，今年也將發送股東會紀念品，是價值50元的統一超商商品卡。這是暌違13年後，長榮航首度發放股東會紀念品。上一次發送紀念品是民國97年發放保鮮盒二入，今年恢復發送，令股東感受驚喜。長榮航股東人數達27.85萬人，持股1～5張的股東人數為大宗，高達17.1萬人，占比為6.86％，其中持股不到一張，低於1,000股的股東高達5.46萬人。長榮航特別提醒，持股未達一張的股東，除了親自出席股東會或者以電子方式行使表決權可領取紀念品外，其餘將不予發放。長榮航去年EPS為1.31元，今年航空貨運持續暢旺及國境解封有望，客運將帶來強勁復甦，法人樂觀估計今年EPS將超過4元，明年也將有望續發紀念品。<BR>原址<BR>==================================<BR>看看大魯閣,再看看這裡",https://www.mobile01.com/topicdetail.php?f=291&t=6568403,main,2022-04-03,0.0,0.0,0.0,0.0,1.0
121,1649179071158_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 07:29:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,法客,<BR>五十元就要驚喜跪舔 謝主隆恩啦！ 😂🙈<BR>跟中華光世代感動大降1元一樣好笑 🤣👍🏻,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
122,1649179071191_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 08:37:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,fet82168,加油站打工一小時都有168了，發50元叫做驚喜？,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
123,1649179071242_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 09:47:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,ovonel,買1股大魯閣還比較划算,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
124,1649179071395_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 10:45:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,DR3100柴聯自強號,買便當都不夠Orz,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
125,1649179071411_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 11:44:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,qena,可以買5顆茶葉蛋了。<BR>,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
126,1649179071452_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 13:21:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,d885668,<BR>真的很驚喜發那麼少,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
127,1649179071499_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 14:12:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,superwjj,01真的無奇不有，連50元也是驚喜,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
128,1649179071628_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 14:32:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,武大郎的同學,50元?開甚麼玩笑 把股東當乞丐,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
129,1649179071641_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 14:38:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,大呆群,跟媒體關係好的就是不一樣<BR>給股東50元就歌功頌德一番,https://www.mobile01.com/topicdetail.php?f=291&t=6568403,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
130,1649179071908_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 14:40:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,stargroup,比照大魯閣<BR>下次股東紀念品<BR>就是買機票可以折1000元<BR>搞不好會笑得更大聲.......,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
131,1649179072220_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 15:33:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,dan0918,航運大爆發<BR>50塊 哈哈哈哈哈<BR>大量採購成本 低於45 吧,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
132,1649179072277_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 16:04:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,huang635555,<BR>綠色果然不一樣，把人民跟股東當乞丐,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
133,1649179072303_1_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 17:40:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,heliun,覺得，<BR>不管是哪家公司，<BR>紀念品不見得是需要的東西，<BR>股利多配一些比較實在。投資主要是讓這些公司幫忙賺錢，而不是拿它們股東會的紀念品。,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
134,1649179072393_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 17:50:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,yuchieh,50元也叫驚喜<BR>就像中華電信費降一元一樣<BR>哈哈哈哈哈,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
135,1649179072424_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 18:40:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,akirapai,"現在股票有新聞就能漲10%普通利空的話加20%...重大利空加300%~2000%普通利多的話60%.....重大利多加100%長榮這不算利多利空,算一般新聞但是不只發商品卡,而且睽違13年最大的重點是還""驚喜""宣布這驚喜2字應該今年直接突破大立光紀錄,股價上看9186了吧",https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
136,1649179072447_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 19:54:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,death0101,俺昨天到北車去行乞...靠...討了半天10塊錢都沒有!,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
137,1649179072481_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 20:02:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,pocketstar,我覺得聯電的股東紀念品有誠意，起碼小孩喜歡～<BR>,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
138,1649179072572_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 20:28:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,t018893000,<BR>怎麼說都是哥哥派人馬爽賺，你們小股東閉嘴,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
139,1649179072991_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-03 20:30:00,長榮航驚喜宣布，將發放統一超商50元商品卡股東會紀念品,a2385994,商品卡etf <BR>3325 旭品 7-11商品卡50元 22/06/30 22/04/27 華南<BR>3552 同致 7-11商品卡100元 22/06/30 22/04/27 中信<BR>5227 立凱-KY 7-11商品卡100元 22/06/30 22/04/27 群益<BR>2929 淘帝-KY 7-11商品卡50元 22/06/29 22/04/27 福邦<BR>6683 雍智 7-11商品卡50元 22/06/27 22/04/26 凱基<BR>4960 誠美材 7-11商品卡50元 22/06/27 22/04/26 台新<BR>6125 廣運 超商35元商品卡 22/06/24 22/04/21 統一<BR>2406 國碩 7-11商品卡50元 22/06/24 22/04/21 台新<BR>4909 新復興 7-11商品卡35元 22/06/24 22/04/21 中信<BR>8096 擎亞 7-11商品卡50元 22/06/24 22/04/21 群益<BR>6593 台灣銘板 7-11商品卡50元 22/06/24 22/04/21 台新<BR>4934 太極 超商35元商品卡 22/06/23 22/04/20 元大<BR>6108 競國 7-11商品卡35元 22/06/23 22/04/20 凱基<BR>4746 台耀 7-11商品卡35元 22/06/23 22/04/20 凱基<BR>8119 公信 超商商品卡100元 22/06/23 22/04/20 群益<BR>9912 偉聯 超商35元商品卡 22/06/22 22/04/20 群益<BR>1310 台苯 7-11商品卡50元 22/06/22 22/04/20 元大<BR>6485 點序 超商商品卡50元 22/06/22 22/04/20 元大<BR>4721 美琪瑪 超商商品卡50元 22/06/22 22/04/20 宏遠<BR>6165 浪凡 超商35元商品卡 22/06/22 22/04/20 福邦<BR>5425 台半 7-11商品卡50元 22/06/21 22/04/20 中信<BR>6220 岳豐 7-11商品卡35元 22/06/21 22/04/20 永豐<BR>8086 宏捷科 7-11商品卡50元 22/06/20 22/04/19 富邦<BR>3490 單井 7-11商品卡35元 22/06/20 22/04/19 永豐<BR>3508 位速 7-11商品卡50元 22/06/17 22/04/14 元大<BR>6237 驊訊 7-11商品卡50元 22/06/17 22/04/14 宏遠<BR>4306 炎洲 超商商品卡50元 22/06/17 22/04/14 台新<BR>3322 建舜電 7-11商品卡50元 22/06/16 22/04/13 凱基<BR>3593 力銘 7-11商品卡50元 22/06/16 22/04/13 中信<BR>6189 豐藝 超商商品卡50元 22/06/15 22/04/13 元大<BR>2380 虹光 超商商品卡 22/06/15 22/04/13 永豐<BR>4541 晟田 7-11商品卡50元 22/06/15 22/04/13 凱基<BR>6223 旺矽 7-11商品卡50元 22/06/15 22/04/13 永豐<BR>3323 加百裕 超商商品卡50元 22/06/15 22/04/13 中信<BR>1721 三晃 7-11商品卡50元 22/06/15 22/04/13 永豐<BR>5490 同亨 7-11商品卡50元 22/06/14 22/04/13 富邦<BR>3289 宜特 超商商品卡50元 22/06/14 22/04/13 兆豐<BR>1609 大亞 7-11商品卡50元 22/06/10 22/04/07 凱基<BR>2369 菱生 7-11商品卡100元 22/06/10 22/04/07 中信<BR>6158 禾昌 超商商品卡50元 22/06/10 22/04/07 元大<BR>3236 千如 7-11商品卡50元 22/06/09 22/04/06 中信<BR>6257 矽格 7-11商品卡50元 22/06/09 22/04/06 凱基<BR>2365 昆盈 超商商品卡50元 22/06/09 22/04/06 兆豐<BR>4510 高鋒 超商商品卡50元 22/06/09 22/04/06 元富<BR>6243 迅杰 7-11 66元商品卡 22/06/09 22/04/06 元大<BR>8111 立碁 7-11商品卡35元 22/06/09 22/04/06 元大<BR>8936 國統 7-11商品卡50元 22/06/09 22/04/06 福邦<BR>2401 凌陽 7-11商品卡50元 22/06/08 22/04/06 中信<BR>2426 鼎元 7-11商品卡50元 22/06/08 22/04/06 富邦<BR>3556 禾瑞亞 7-11商品卡35元 22/06/08 22/04/06 中信<BR>4172 因華 超商商品卡50元 22/06/08 22/04/06 元大<BR>2457 飛宏 7-11商品卡50元 22/06/08 22/04/06 中信<BR>2455 全新 超商商品卡50元 22/06/08 22/04/06 台新<BR>3034 聯詠 超商商品卡50元 22/06/08 22/04/06 宏遠<BR>3211 順達 7-11商品卡50元 22/06/06 22/04/01 群益<BR>1527 鑽全 7-11商品卡50元 22/06/02 22/03/30 群益<BR>3708 上緯投控 7-11商品卡35元 22/05/31 22/03/30 台新<BR>8066 來思達 7-11商品卡50元 22/05/31 22/03/30 群益<BR>3042 晶技 超商商品卡50元 22/05/31 22/03/30 元大<BR>8916 光隆 超商商品卡50元 22/05/31 22/03/30 凱基<BR>3592 瑞鼎 超商商品卡50元 22/05/30 22/03/29 台新<BR>1338 廣華-KY 7-11 商品卡 22/05/30 22/03/29 兆豐<BR>6494 九齊 超商商品卡50元 22/05/27 22/03/24 福邦<BR>2332 友訊 7-11商品卡50元 22/05/27 22/03/24 元大<BR>4162 智擎 7-11 商品卡150元 22/05/27 22/03/24 元大<BR>4739 康普 7-11商品卡50元 22/05/27 22/03/24 福邦<BR>8383 千附 7-11商品卡50元 22/05/27 22/03/24 統一<BR>2480 敦陽科 7-11 商品卡 22/05/27 22/03/24 元大<BR>3029 零壹 7-11商品卡35元 22/05/26 22/03/23 元富<BR>6116 彩晶 7-11商品卡50元 22/05/26 22/03/23 華新<BR>3264 欣銓 7-11商品卡50元 22/05/26 22/03/23 中信<BR>5299 杰力 7-11商品卡50元 22/05/26 22/03/23 凱基<BR>5536 聖暉 7-11商品卡50元 22/05/26 22/03/23 凱基<BR>8150 南茂 7-11商品卡50元 22/05/26 22/03/23 凱基<BR>2641 正德 7-11商品卡35元 22/05/26 22/03/23 福邦<BR>3048 益登 7-11商品卡35元 22/05/26 22/03/23 群益<BR>5009 榮剛 超商商品卡50元 22/05/26 22/03/23 元大<BR>3169 亞信 超商商品卡50元 22/05/25 22/03/23 宏遠<BR>3035 智原 超商商品卡50元 22/05/24 22/03/23 宏遠<BR>3049 和鑫 超商商品卡 22/05/24 22/03/23 華新<BR>6441 廣錠 7-11商品卡50元 22/05/24 22/03/23 中信<BR>3163 波若威 超商商品卡 22/05/23 22/03/22 台新<BR>3036 文曄 7-11商品卡50元 22/05/20 22/03/17 福邦<BR>6266 泰詠 超商商品卡50元 22/05/20 22/03/17 永豐<BR>2612 中航 7-11商品卡50元 22/05/12 22/03/09 凱基<BR>6770 力積電 7-11商品卡50元 22/04/26 22/02/23 群益<BR>3682 (臨)亞太電 7-11商品卡50元 22/04/15 22/03/14 群益<BR>8261 富鼎 超商商品卡50元 22/04/13 22/02/09 元大<BR>6169 (臨)昱泉 7-11商品卡100元 22/04/08 22/03/07 富邦<BR>4523 (臨)永彰 7-11商品卡50元 22/03/31 22/02/24 群益<BR>5481 新華 超商35元商品卡 22/03/29 22/01/24 中信,https://www.mobile01.com/topicdetail.php?f=291&t=6568403&p=2,reply,2022-04-03,0.0,0.0,0.0,0.0,1.0
140,1649179295082_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-05 08:43:00,華航的股東記念品是什麼?,mimiro5,華航今年的股東記念品是什麼?,https://www.mobile01.com/topicdetail.php?f=291&t=6569177,main,2022-04-05,0.0,0.0,1.0,-1.0,-1.0
141,1649258866818_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-06 18:30:00,貨櫃航運光看業內顏董出光持股就知道要跌80%,茶太,"<BR>馬士基破底了<BR>上海繼續封城沒貨可運,週五運價準備大跌",https://www.mobile01.com/topicdetail.php?f=291&t=6560831&p=3,reply,2022-04-06,0.0,1.0,-1.0,-1.0,-1.0
142,1649258867095_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-06 21:02:00,貨櫃航運光看業內顏董出光持股就知道要跌80%,Cavendish Lab,上海解封後，貨櫃會不會運不完？運價再漲？茶大看法？,https://www.mobile01.com/topicdetail.php?f=291&t=6560831&p=3,reply,2022-04-06,0.0,1.0,-1.0,-1.0,-1.0
143,1649258867210_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-06 21:27:00,貨櫃航運光看業內顏董出光持股就知道要跌80%,茶太,<BR>上禮拜中遠漲停有人就說解封貨運需求大增運價會漲所以貨櫃反應這個利多這是看不懂後面趨勢後面已經預期消費會大減所以就算解封運價一樣大跌<BR>去年3月長榮堵船運價和股價反而大漲是因為當時當時缺貨後面定單預期是大增所以大漲<BR>這次同樣情況塞港但是後面是需求大減所以股價運價會大跌和去年是相反的<BR>沒意外會跌到被踢出etf成分股才會止跌但長線還是會跌到20以下。,https://www.mobile01.com/topicdetail.php?f=291&t=6560831&p=3,reply,2022-04-06,0.0,1.0,-1.0,-1.0,-1.0
144,1649265574542_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-07 01:06:00,貨櫃航運光看業內顏董出光持股就知道要跌80%,茶太,<BR>美國運輸股和貨櫃股大跌，這次塞港和去年不同了，去年塞港但後面需求大增所以運價漲股價漲，這次塞港但是後面需求大減，電子會有砍單潮所以美國陸運和貨櫃股先反應大跌了。,https://www.mobile01.com/topicdetail.php?f=291&t=6560831&p=3,reply,2022-04-07,1.0,-1.0,-1.0,-1.0,-1.0
145,1649804204358_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 06:52:00,萬海買進台積電股票562張 均價581.56元,mimiro5,萬海今天公告，自2021年9月22日至2022年4月12日，共買進台積電股票562張，交易總金額約新台幣3.26億元，單位平均價格581.56元，高於台積電今天收盤價557元。至目前為止，萬海共持有946張台積電股票，投資金額為4.5億元，持股比例0.003%。萬海表示，此次取得的目的為增加投資收益。萬海2021年營收2280.05億元，年增178.46%，全年稅後淨利1033.43億元，每股稅後盈餘（EPS）42.35元，年增813%。萬海今年3月合併營收243.13億元，年增89.83%、月增 2.68%；今年第1季合併營收805.03億元，創單季新高，季增13.95%、年增108.47%。在本業方面，萬海近期公開宣布斥資近7億美元，向三星重工訂造5艘1萬3100 TEU新造船，預計2024年全數陸續竣工交付；萬海航運目前營運船隊有146艘船舶。（編輯：張良知）1110412<BR>原址,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,main,2022-04-13,-1.0,1.0,0.0,0.0,0.0
146,1649811509627_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 08:49:00,萬海買進台積電股票562張 均價581.56元,n8362995,讚喔！<BR>以後可以叫海運晶圓股。,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
147,1649813776924_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 09:12:00,萬海買進台積電股票562張 均價581.56元,torohc,歷史會重演還是往不同方向發展?<BR>只見新人笑，不聞舊人哭 ; 讓我們繼續看下去...<BR>新光金買宏達電<BR>一場飯局 賠掉2棟摩天樓,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
148,1649815344900_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 09:52:00,萬海買進台積電股票562張 均價581.56元,mimiro5,<BR>萬海:應該不會跟新光金那麼倒楣,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
149,1649816326167_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 10:09:00,萬海買進台積電股票562張 均價581.56元,younger boy,轉型為萬海投顧?,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
150,1649816326236_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 10:17:00,萬海買進台積電股票562張 均價581.56元,d885668,賺太多錢不知道擺哪裡,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
151,1649818160395_F01,forum,Mobile01 (收錄 2022/10/1 前資料),閒聊_投資與理財,2022-04-13 10:37:00,萬海買進台積電股票562張 均價581.56元,團圓嚕,本多終勝,https://www.mobile01.com/topicdetail.php?f=291&t=6573443,reply,2022-04-13,-1.0,1.0,0.0,0.0,0.0
